Material,Eg_eV,Density_g_cm3,DOS_at_Ef,Conductivity_Proxy,Log_Sigma,Regime
Zr6Zn16Cu7,0.0,7.484531696120888,12.6819,94.91808251703549,1.9773489562558098,Metal
Hf3Cu8,0.0,11.292252129764158,19.7881,223.45221436898615,2.3491846627936925,Metal
Rb3(Cu4S3)2,0.0,4.881600437156468,5.0194,24.502705234263175,1.3892140355277083,Metal
Rb3(Cu4Se3)2,0.0,5.705879643210832,5.5837,31.85992016379632,1.503244683190702,Metal
Ca3(Cu2Sn)4,0.0,6.647473817380656,13.4542,89.43644223380282,1.9515145147271002,Metal
Zr6Be15Cu8,0.0,5.742831950430132,11.764,67.55867506486007,1.8296811237642898,Metal
Be15(Nb3Cu4)2,0.0,6.309326316679493,9.2447,58.327828999806904,1.765875812005067,Metal
Ta6Be15Cu8,0.0,9.193184275324517,2.109,19.388425636659406,1.287542545281527,Metal
Ba(Cu2P)4,0.0,6.457050745873904,4.2975,27.749175580393104,1.4432500848943273,Metal
Ba(Cu2As)4,0.0,7.32773739886947,4.8787,35.749832447864485,1.5532740106938834,Metal
SrCu9Si4,0.0,6.63156612157835,4.6144,30.600698711411138,1.4857313429224093,Metal
BaCu9Si4,0.0,6.882012333713092,5.1149,35.20080488570909,1.5465525939744096,Metal
SrCu9Ge4,0.0,7.6332262519157315,4.54,34.65484718369742,1.539763988094962,Metal
BaCu9Ge4,0.0,7.851803664215283,5.6501,44.36347588318277,1.6470255658312913,Metal
SrCu9Sn4,0.0,7.917743366633129,4.0187,31.819035267488555,1.5026870079845316,Metal
BaCu9Sn4,0.0,8.170154742081996,4.7094,38.476526742360946,1.5851958615813833,Metal
YMg2Cu9,0.0,6.889311621949017,13.4593,92.72531191329841,1.9671983029015907,Metal
PrMg2Cu9,0.0,7.229122760457431,17.2565,124.74935691583364,2.0960383155092046,Metal
NdMg2Cu9,0.0,7.297302159093146,9.2074,67.18917989963423,1.8272993401938624,Metal
SmMg2Cu9,0.0,7.416446242891659,13.6373,101.14030234818642,2.0049242475761,Metal
EuMg2Cu9,0.0,7.161102876464199,6.040900000000001,43.25950636643258,1.6360815594046414,Metal
DyMg2Cu9,0.0,7.640373196327269,18.7603,143.33569327505847,2.156354351333935,Metal
HoMg2Cu9,0.0,7.677348154840657,13.5205,103.8015857275231,2.01620398807406,Metal
LaMg2Cu9,0.0,7.15270352894901,12.9426,92.57458069377546,1.9664917536380504,Metal
TbMg2Cu9,0.0,7.579859573309337,15.6685,118.76502972439734,2.0746885817779943,Metal
In7Cu10,0.0,8.7186956247003,8.0393,70.09220973565313,1.8456697518214165,Metal
Zr7Cu10,0.0,7.725606948187926,44.324,342.4298023714816,2.53457155519402,Metal
Cu12Sb4S13,0.0,5.066963657221486,35.4956,179.85491519127098,2.2549223109970167,Metal
LaBeCu12,0.0,8.064324252331732,9.1924,74.1304942571342,1.8699968957439443,Metal
LaCu13,0.0,8.497473564313852,10.2254,86.89006618453486,1.9389701280274796,Metal
Cu15Si4,0.0,7.976279982161142,9.9147,79.08242313913307,1.8980799679238196,Metal
Zr6Al7Cu16,0.0,6.97915842408369,11.4345,79.80318700018495,1.9020202355737839,Metal
Er6Al7Cu16,0.0,8.021967599194868,11.6769,93.67171345903856,1.9716084644922858,Metal
Dy6Al7Cu16,0.0,7.784422600573778,12.565100000000001,97.81204841846959,1.990392354168129,Metal
Tm6Al7Cu16,0.0,8.247751123001501,12.5174,103.240399907059,2.0138496781377753,Metal
La5Cu19P12,0.0,6.7626026046393815,11.5586,78.16621846598476,1.893019102119104,Metal
